385,10152,40489,3062,1716,46567,8347,52937,5224,48824,7750,16752,43502,24786,98325,9123,8684,84259,51991,36925,34016,245,3034,81194,26978,14032,14843,55882,91158,13540,5222,87781,15107,3038,9217,60297,37229,2177,12277,3058,32432,98332,78508,74928,2792,5614,52428,7692,2851,38814,30149
396,95599,20475,29734,92600,68314,42851,17979,67302,69533,63440,53802,42553,4562,73536,6348,5697,4956,16365,40064,3735,38200,29884,59837,9252,85765,82988,75269,57127,36323,40941,94865,34308,34853,27946,82400,11953,57818,96628,52052,56818,77813,40194,95093,89987,93378,83426,8031,22635,53290,51887
407,18469,67795,3467,80448,38050,50851,97002,65005,53370,26810,24620,8247,12107,37192,51228,14158,41130,47681,59541,91738,7179,15562,5220,49213,47879,5424,40817,23121,36232,11752,44607,32298,92651,3455,91655,52389,28073,3824,90925,90979,17635,2831,11154,31548,66502,15364,2112,11757,79182,127
451,93374,54340,75780,48573,20560,20979,828,8471,95547,10539,3818,28693,89624,851,25876,30683,23292,35696,24026,6549,34154,8136,877,83688,5294,4898,83302,40428,49810,6477,6103,3758,85145,86514,30274,23647,19199,479,567,81820,1642,66948,31094,55987,83974,3056,13932,10279,50886,12552
462,2191,95148,58974,42768,89709,5469,51925,54198,66782,402,33467,5731,17776,22771,75371,78345,67832,84085,61590,92578,2069,28133,52243,59428,10267,3313,44503,9632,20689,33542,53213,1909,83795,59205,21969,6437,6810,84447,85284,72792,62622,83060,57109,20709,98596,71299,26971,23033,7536,68043
473,6523,80764,65549,5543,21910,80853,57999,10993,387,81537,72904,96916,10025,24204,87005,48574,71429,8819,33878,29052,13844,42234,74718,30942,14552,65933,4608,30810,76785,45439,50246,9269,2964,72513,82563,92851,89489,5108,23001,49460,53572,42322,6737,5888,33455,3706,1668,23712,22226,9949
484,80609,13631,34706,43230,63693,99084,63622,18084,1690,28815,71491,20628,89733,8945,56404,72754,32709,83185,8206,6658,45809,81223,25130,71354,12881,2599,14568,22737,79513,17655,28060,29399,48886,46894,5283,4682,13182,23450,71180,77442,1937,14708,1779,25441,49927,10359,40408,82337,71086,96868
506,14622,79431,44412,15890,30658,70057,2286,6444,59242,94172,37038,39550,13606,30468,3303,63669,99859,63020,62027,26938,18551,45052,22775,27166,18455,39923,70992,2165,50818,2028,84323,20226,17420,4790,78586,90590,81251,37171,99038,57655,6517,82646,12869,35311,39698,66756,35770,25562,26773,26057
572,6345,77734,8671,14263,43259,60987,3006,33654,30227,26726,21858,12893,3324,55345,7877,97094,9623,38191,83043,18392,28957,84781,18458,42798,31983,64902,28363,58785,61741,23372,51217,31599,3945,19423,28718,47212,24190,33255,23508,57509,1077,65109,26475,24635,91102,722,9160,96881,50821,49394
583,88168,33243,9047,12934,29180,14599,16531,10529,36625,43063,53155,29022,2991,86233,26630,14717,23795,18782,45297,25633,46478,4689,4221,57886,81167,40092,8364,20736,8308,35177,96449,87465,96978,315,45722,99236,47192,6428,1400,34377,29765,24402,69976,37379,17669,10212,7059,44521,65350,37467
594,88741,47119,38884,39735,90473,8479,94030,35145,77770,52883,53076,50666,48385,60852,61431,10320,94057,72517,34707,33536,9247,97754,7266,81589,85718,14503,19363,21218,10390,69716,4233,8750,11911,3457,36250,81628,74027,56452,55658,3669,2576,45739,30099,97167,7445,36930,71963,546,18111,62371
616,1585,12375,9875,2572,86178,68859,44567,81131,1765,20144,1256,26582,864,42922,89212,38885,28271,43397,89788,57865,83939,10453,5739,69923,2982,59692,28357,14629,8748,21270,2687,2390,83458,28022,82554,34020,16180,11094,11443,14587,48507,8527,84058,1560,18804,14820,35130,86058,28560,36918
660,483,56055,98821,89920,69172,38911,48492,13623,7435,41940,5591,22928,56440,92294,68343,40979,2659,95370,12886,48937,6192,79604,12284,49058,28761,19983,32477,27553,23457,31095,12945,72675,55998,62620,13182,25209,35796,33216,33179,22655,7892,56100,61579,14545,70847,27455,49410,26835,7735,77566
682,50016,61748,46599,4707,96265,70526,95515,46145,541,66064,88701,13314,5305,12048,5964,47177,19133,877,12016,58682,26328,23099,7257,15014,79979,19706,2047,93894,75464,39932,2974,20120,90469,40840,37553,78742,79740,18049,18423,80696,52748,53759,8879,96771,69700,5614,2902,46266,1005,24324
704,29017,57364,37874,90559,9786,8256,84902,88884,57246,35219,18094,6655,7218,1768,27138,711,60829,8977,90451,27550,26241,40771,7390,98973,49478,53088,19975,3600,98337,64716,4914,26011,86524,38918,33782,6246,68433,41481,33846,15318,62111,61967,1257,87065,81533,47673,73737,18307,41653,76477
715,12606,44298,58489,37575,14104,27567,48414,30709,99483,81197,15951,36294,12911,94700,26897,4175,23703,66426,74713,67796,32928,6915,69095,21328,51684,8456,3095,23448,10657,36386,2624,61674,20402,79637,10805,21124,42221,16154,45958,58847,12036,58586,48194,11265,60483,47507,89879,4953,91999,25157
726,54804,12740,25266,13227,62442,82718,9064,6322,19549,8401,14700,8215,39505,66809,25097,7963,37578,6957,5801,9558,3842,21725,15892,96547,67041,27549,14240,38313,69649,37261,34773,47132,2433,38469,69218,85774,26,98,38639,44027,65099,94600,30095,1459,24994,20023,39077,22416,66824,30728
770,55225,16557,1167,1384,15435,2960,6290,34932,79278,1557,47871,15919,37776,76749,93408,18159,13368,16930,784,50497,15348,54896,5295,23995,32034,55015,66879,1103,21444,53283,6705,29276,19518,49319,19471,10472,33784,2693,77714,97312,82821,99234,2986,6826,45834,79620,32933,25011,52863,93424
781,16049,21552,83234,26574,11055,6123,1752,18997,2960,2238,22728,6051,1430,32635,27910,8625,15887,33984,51639,17969,37455,44808,69054,72274,12949,96593,23646,10813,9208,33513,85147,39042,88540,1479,34507,73553,1443,12631,26874,8822,19001,90352,34383,44926,60943,45988,13454,70241,69472,7868
836,14932,10887,4034,9321,7679,21326,12340,99237,11735,97345,79149,10024,10917,31670,43993,18300,37292,373,5566,73276,4520,30880,31175,632,87130,31442,20702,2672,69196,12470,38192,38620,37699,2003,6448,59869,18887,40811,9502,20681,39633,9910,8577,24422,29566,2530,50528,15651,40249,5458
847,6523,4266,31059,9328,33145,23607,27777,6892,53914,84463,53508,45248,4037,6098,70337,72599,65619,34933,10998,95203,84448,92317,5650,8434,22520,49806,9867,78248,17099,52981,80435,68213,18442,58233,17687,28648,19119,30182,18444,70535,42474,5497,27854,23964,13194,37394,19894,39077,69840,34664
858,49680,27328,71481,45810,22617,747,12437,44740,89288,19677,25927,83842,6683,61718,19505,4016,36282,35233,41888,10800,23944,82674,18373,8072,93633,18019,76345,95105,28013,2529,91743,4179,70872,60727,32183,73546,41703,11214,11204,25443,6871,36418,73403,4190,31301,65942,86738,43902,37401,39183
869,47634,23576,99560,10526,69709,28216,78091,93454,79326,82772,85404,33261,50532,32243,6886,88373,39330,45160,50250,39191,89389,15429,813,30065,74679,59439,90086,5290,18143,55606,34947,8311,2057,50643,50965,17064,67880,89006,16497,64068,28898,25488,90647,4248,71941,44521,6616,70845,38027,4177
880,1155,39438,95315,8204,76764,24838,4647,39153,6990,1240,12410,19674,11860,13632,17662,2306,27440,83249,25682,34306,18082,40189,8866,20798,6230,35065,23906,39729,61482,16629,53230,14423,51661,23843,31360,15679,59219,23507,36110,19588,1,33348,92925,30472,77796,17400,32396,25514,37002,12346
891,4333,24053,84655,75362,88226,28941,82028,14618,83449,95671,6858,69910,1082,75196,40626,6014,89402,44322,4587,96618,64854,11066,10883,29171,5646,78806,39300,22409,35269,3003,39765,13930,3048,47618,28801,13546,85456,77402,44813,26411,6923,74917,96203,41300,44111,19603,16181,27885,97233,77299
902,10667,72776,36808,841,5515,18106,15658,69587,97615,5027,53238,2196,50156,35138,87346,97237,9347,19619,75746,14039,7862,70312,4370,32949,33210,86255,22403,5917,58287,48371,14032,40374,26722,94338,11443,56058,87039,14153,3576,32265,67411,34846,25390,48671,72830,12469,10576,12184,11152,5458
924,26110,87458,28786,90988,79787,96297,1228,49229,71880,35750,29869,66462,36334,53246,23650,85273,42186,38420,7810,11585,6209,31233,63881,51207,49098,67407,12798,6411,21205,34541,30170,32380,44230,44121,94868,891,50013,39319,19630,26369,19415,5671,65867,51791,33455,92961,14647,2283,3644,48135
935,22627,26816,36574,79545,2701,61362,43697,2666,45578,3286,1557,13977,90301,45304,31451,79062,32048,89822,5574,12590,43969,67550,99017,5548,25272,18373,84913,80140,63173,36518,76584,17321,20717,37011,44250,29357,1186,3038,7744,40386,41270,30910,15451,2135,74618,60212,15446,94831,95114,35747
968,2786,14118,8961,62020,68077,97678,26491,67777,10388,7455,66983,20729,62502,2348,9967,38451,73073,24753,77893,57809,25349,71000,59976,12436,7842,71958,2648,48464,10908,93152,64421,13469,3759,86968,76220,62674,36060,80481,2137,6191,14859,86704,39903,65252,14377,12657,8941,45859,39241,83274
979,26859,47207,55569,71028,65341,69532,96039,63734,82009,91787,55273,45794,11113,48408,659,10930,16593,21831,31631,16294,41713,16352,37363,17939,25117,3290,88286,78024,52238,11867,92829,5150,37810,24970,8399,18102,15995,86470,44250,26797,32648,20262,48897,26686,73019,81213,1420,25694,28113,28137
990,16307,92671,94339,12313,87317,85479,79439,24876,29874,10878,13789,56473,71799,19858,2083,96984,86135,48160,51336,94406,3274,10181,19745,84081,2247,1191,58301,6824,14853,10214,22873,23869,2391,94374,38970,37445,99379,74941,88004,7368,1143,42770,46574,5614,60172,7380,2254,64885,15504,1243
1001,61351,27643,26481,91844,43680,32390,39450,44116,15602,82558,35307,71503,94375,23059,59499,935,42728,40513,8055,19053,43254,51451,26074,56278,78006,13804,46749,83418,18456,69778,85444,51132,38879,16409,89592,24747,693,9601,66965,27797,42600,32833,11387,10665,48883,95946,48309,80358,4775,93969
1012,81765,14359,22966,46002,33836,4868,36170,48914,89177,89742,48768,23004,34468,44788,51616,58559,31074,49158,80388,11587,17430,95585,71785,28252,91514,39616,91446,40247,31041,17993,31870,40423,30569,8454,97041,3935,45550,6769,77053,73830,33843,73280,5694,89275,69376,76206,71827,350,81254,2396
1034,29127,46201,35254,89084,13767,54906,62433,56911,2014,59862,16967,2234,68330,20715,72569,97253,82611,35079,33457,25208,45661,22668,75727,34595,28449,27699,2598,24024,30920,53492,36974,59927,96503,79215,77424,62010,3038,88184,22838,12376,69982,25617,75209,87041,50179,54991,6198,4750,75562,73758
1056,49932,10178,86567,43006,74611,81567,27387,4045,17208,1917,7498,23744,77757,70151,16826,39595,70917,91163,38149,55963,14863,4134,85299,74187,60260,72440,96981,89302,52322,25231,6230,31064,8877,90671,77732,20993,3648,5952,70459,49982,75031,50331,96896,54592,80637,14029,27707,15319,86064,9949
1067,27106,73338,22379,36642,3505,13431,27593,82803,4911,10368,22176,24583,14204,26800,57236,29231,3218,32018,37518,16860,81965,38202,32263,3395,27815,26564,2320,65204,31237,65789,40170,71689,83761,46968,50490,19862,919,61936,73244,15847,99890,21294,6229,28209,33504,20571,28052,37728,68146,578
1100,35288,12463,29451,57215,19488,8193,2744,747,7761,45528,98536,17730,12790,93738,59593,5808,67797,76045,25332,25522,48963,99644,16933,23392,65597,98701,26105,34299,42515,755,46059,19177,2178,76372,4866,81143,32181,8879,99290,93345,14603,42280,41224,6741,15832,23996,66911,65180,13552,3996
1111,8073,16363,89090,95760,58419,35989,63725,99976,4574,1927,38719,92982,95895,20653,29960,59738,2405,45034,77498,17888,87560,26132,655,39111,10118,99840,5753,36984,11721,7487,45224,65288,3791,78744,2912,89058,8103,6021,29378,58496,72965,39802,14200,16585,25139,5460,14033,99148,21963,30
1122,19443,11105,561,11072,19367,5556,62984,42738,31421,15889,34916,49474,14487,5784,6629,75071,39127,76756,36268,8985,30511,39005,75625,714,84289,6478,91063,44028,1674,32967,41282,324,49286,96238,26743,35416,37996,63803,21996,29448,5669,61840,5452,83997,26585,2316,35243,60603,2540,6876
1133,81811,93115,33469,53074,975,26104,95515,55700,64665,8177,37023,60455,29743,12570,95220,85171,26207,34556,27995,44353,29488,81060,16115,87564,66596,40173,4002,80103,49643,15483,4193,80274,25415,68468,58033,27204,76896,93661,99683,25731,18838,5107,11499,6900,4643,3394,11308,59154,90197,2641
1243,86499,23418,64560,17601,72103,81865,5333,40203,18494,1055,25903,26746,75552,3163,61476,39877,33470,36800,15419,6755,2573,5343,1497,23460,15835,87325,17710,23035,23721,20198,38142,5183,7632,14287,10604,63033,39408,95333,5682,48170,79818,25527,7336,6753,21560,39084,10530,13387,58800,71309
1254,20626,1097,31968,78415,753,29951,44223,12682,12136,32295,27277,4355,60942,791,151,5016,99224,30596,78793,4454,76589,33000,14831,92339,88904,17509,8568,13847,13056,32493,47461,95915,26804,23721,54997,37504,23296,58352,88971,52435,4424,38218,44430,33500,40749,16738,87722,33319,19553,32721
1265,38203,77319,898,35912,28235,14397,32182,26903,66342,8855,93090,19530,32985,13485,5799,17509,89495,65587,17524,1648,22493,30013,10187,7555,25747,21444,34358,12476,45351,71439,35621,40050,47935,67297,18888,19783,60692,14481,23636,16569,45921,14063,319,45941,15355,19698,70680,30999,4356,30721
1287,89716,53703,17576,4267,95014,31379,1835,5975,46343,4965,95911,56822,54517,16157,2312,53634,2745,9091,71174,65389,94531,33716,9598,80231,57693,20949,87641,56141,3753,15284,2313,36386,71936,85554,8550,58544,24135,78598,3276,5143,36118,66253,49203,7336,63184,39217,12819,26359,83109,97477
1298,1701,7683,6982,67743,9765,7699,71946,27118,58807,20219,13463,6,56080,76658,32458,20875,15323,9568,57577,44048,38744,1006,25031,3381,2985,34058,70576,10460,93856,94017,34712,5473,8672,80840,26866,53379,19021,21697,17499,10227,19180,26842,12271,12440,30688,91351,23,32131,88117,31030
1353,3365,15289,44799,77953,29921,88848,31503,21685,60470,4590,24249,20762,22664,23125,48317,78735,74574,11749,23224,5051,49156,62505,33878,39822,7736,25568,244,54550,25431,14358,662,20773,3819,68649,88145,20679,28591,11791,20501,39641,44230,8871,65276,21737,22891,88087,29351,38964,35500,34915
1364,9146,40655,57079,20669,75049,39339,4093,73367,17830,8225,58331,39501,50570,29711,65922,21006,18802,17857,39371,42292,7053,8429,14248,35795,76798,34649,44531,5999,16481,79973,34853,27172,24434,58827,4410,60223,62715,19158,65852,1206,33436,61035,30820,20051,41326,12706,58859,66145,46495,24269
1375,22262,31392,3295,8033,5330,97908,8808,84302,35696,34618,9577,2655,41016,40129,17332,15182,24522,65295,10339,68246,24980,32865,73565,48363,5009,1610,24681,44558,13498,29129,268,62396,24417,6224,2839,93233,30380,17599,32491,308,13917,3104,11327,33193,19174,50189,14787,77794,14648,80651
1386,37116,50095,10763,86291,42767,38247,7787,23056,18288,25849,11885,96948,64906,92299,11511,72945,19745,97009,89948,12933,82132,64908,4608,27828,78450,12935,71959,3164,37699,73760,9517,50101,20199,29991,26134,3168,72006,807,23438,99960,76324,39472,22842,34719,69330,90606,70828,356,4978,7868
1397,8720,55871,77102,78760,65478,37675,94548,2670,13330,44689,22204,22082,6169,62723,92155,59622,8354,49208,50430,8981,35537,20650,71002,42002,231,15731,42182,20278,14246,75963,25832,78283,73911,3054,85819,35816,26067,5223,2866,61587,12616,88882,61754,12327,39279,71930,65701,15010,56654,13155
1419,18812,928,9550,612,36134,36633,21898,11251,21647,8571,8150,24913,88701,76571,19682,19524,5528,15297,90143,8921,4816,97732,16352,26916,17742,23907,89770,17072,44140,8898,163,16495,14868,13826,4849,19453,2058,4715,5791,9953,79525,78728,18277,20473,25454,25558,70899,39189,6616,7157
1430,18132,35944,1806,20973,24314,7137,18832,94753,57751,37092,37091,8502,169,51249,3564,68787,44864,65473,2513,16809,99630,6510,27803,97902,15705,36997,95423,99584,28814,15480,15719,46671,42395,41145,23319,36570,60569,41092,9512,28878,21004,23454,1903,26081,41519,38464,4746,780,23,92
1463,29747,22861,37212,11857,35665,5443,482,2806,74127,19462,39731,30967,38016,42570,21544,80675,79069,1597,71410,87060,23270,1427,9743,4993,33310,19150,38979,9761,63966,2418,36867,5679,49921,28374,13926,1383,5250,32574,37041,3017,6946,61039,46624,27253,87728,1420,80238,25585,20057,9476
1496,85611,13380,81175,80773,88774,26451,7067,10049,109,55208,60410,12546,900,40242,12328,7696,52061,16792,56916,24036,3487,21960,2443,18556,86840,11560,39345,8698,21379,4193,2107,7938,98942,56767,71358,75395,33907,71405,12085,43730,39100,98348,50397,74696,8518,11023,67893,88412,70631,22843
1507,31968,36385,77684,54676,17213,2452,8,52037,71641,43432,13009,31242,402,34104,38413,95268,71504,8435,46085,75773,5723,5176,98395,90967,84196,7078,12531,36481,20081,15833,38602,59061,39942,24567,7389,87771,9430,14140,18125,45795,2590,93808,5985,51727,70021,15124,3602,21276,37680,11308
1518,10849,64272,68768,21306,23780,62790,70573,1323,5394,2189,8588,21133,22404,18775,96574,11544,37181,53653,29231,4910,1513,18875,57101,34097,27498,16402,79172,97193,91687,44169,1532,68405,40958,15680,5924,1861,21600,793,31188,12844,8149,44530,25365,880,4835,57855,88231,17758,10366,8298
1529,23793,78212,17502,59699,67431,12558,84444,33115,21670,28742,42592,86760,74188,18916,8137,42103,62594,25778,824,16972,64841,37276,44765,27119,87152,12611,12638,1153,28171,20288,34947,48415,20212,5157,79166,23704,35368,9469,33922,77497,23991,54991,14082,14703,85359,5285,44396,8265,54262,24063
1540,30265,70743,87177,10436,72614,63047,26762,89051,72086,82691,23466,63244,21329,7648,81634,22414,48826,56274,22422,20234,22963,11419,89225,14375,15122,82837,6390,80863,77234,21328,3318,1575,59707,7546,70377,40561,24219,57793,14683,20539,9345,7216,860,5884,73149,9613,48031,89992,83119,8271
1551,30565,14106,36633,10694,1641,54388,12817,74224,97044,55107,73535,62723,28027,96217,15560,11277,32030,44118,75634,40485,45943,4337,44189,45152,26335,29580,9922,15363,55495,65480,20689,17878,6393,97985,92157,99070,56739,18820,87369,13374,64385,52389,424,66463,6811,52132,78828,27963,16824,41715
1562,99740,8147,11305,93929,61751,65135,30670,96230,39398,71505,33126,82137,23429,98772,32476,37051,32544,46224,67582,6138,42836,1363,16377,39389,23523,19292,28893,47385,18053,22871,45935,22870,24335,64854,31273,25173,12374,55923,37580,95523,97742,3321,86228,31267,33791,83915,54566,48309,62829,87943
1584,355,4763,1593,11758,19367,13113,37419,80903,84046,63703,3283,61317,27189,40236,43513,67178,29264,72932,24369,17082,31955,60782,91454,43403,21015,56550,14318,10868,30305,51528,9313,14953,52613,4830,62636,72759,10272,14167,90371,79612,78440,14371,81127,54375,13684,99712,74884,58694,45599,12358
1639,39119,81786,23214,28350,50953,18663,561,27080,7425,13709,16708,36014,20297,67417,34868,32749,22474,30252,27012,8297,14435,9181,16298,23435,77715,27103,1345,31179,27408,17625,48592,11651,88959,12037,95507,23878,89226,27444,20197,7141,1341,79605,15774,27524,2252,6617,42678,3907,12350,1087
1661,78466,38670,16241,21240,84956,556,80166,81185,57677,17465,9723,40008,71366,1563,21422,82074,89618,4158,42534,5271,9609,8206,98432,24502,3949,547,19165,80113,4330,56012,13476,17250,75650,20454,35945,61611,45790,65276,7914,15498,29576,80628,20229,96630,11291,28072,26206,93508,21985,9705
1672,1132,8971,49137,75717,15447,36226,62394,48795,21909,4486,57226,4800,6754,49349,25456,11039,9755,93971,26076,31190,42243,82127,65315,26013,39827,19747,17633,7775,99255,82699,87682,8727,35922,87076,42200,4141,39512,28748,72871,9706,86290,62014,39499,24057,24153,5328,78787,40855,50861,2149
1683,6551,34955,77048,72740,92288,802,21898,2204,48892,4894,39314,55700,7351,64333,76533,10332,89078,20314,507,20777,68242,2129,32130,1283,64744,70073,51097,26262,10438,93204,41771,7394,35289,80713,19422,22078,34476,12501,5489,54012,41293,18151,91558,49522,77540,81608,66548,10302,39278,16099
1705,14457,2121,31481,38041,1448,13504,63396,814,63313,8393,25409,8138,36435,1901,34352,67354,615,28250,33865,29993,6432,29040,69880,67283,19281,42360,43768,30868,19447,19159,27159,21881,96773,87107,8034,821,7610,15911,36775,37053,84609,24987,18618,76492,24455,1884,6603,33939,19301,42155
1727,61038,9961,85000,22739,11374,49146,41924,63979,37286,49438,47834,26936,19697,52510,12964,96919,18459,36422,13564,2312,25176,15347,88328,96674,20782,6112,7886,18703,15304,64804,3371,81642,22870,15979,53193,3822,86792,10340,31321,29060,19716,10265,17974,49608,42032,32529,90262,81771,32020,48135
1738,10485,12704,13467,39000,55116,87559,24173,26950,32913,73816,79356,60565,5339,29687,79180,27138,4573,66949,61394,55255,19689,69265,10462,32296,86083,12938,71490,32441,10710,10731,75918,1201,38179,84052,63125,36031,15398,77776,23753,6431,29537,33193,18277,86866,35863,10765,32641,40799,12581,12697
1749,8021,63166,19127,59272,10673,14242,31958,11255,1539,3401,6123,76465,47026,72196,93511,3491,25725,3531,42186,62453,43101,19121,65440,73256,5898,49098,25880,8293,38483,32310,20829,56893,12006,48681,49192,82943,56895,49906,16772,25646,73667,8041,96377,7644,36042,96313,19429,1877,9364,23234
1771,20583,48718,48516,14786,23420,5411,13383,44955,369,17241,31308,2413,72278,81685,99161,11127,86393,69607,19899,19165,19456,13301,47988,99980,31293,86828,11304,31317,14277,51759,4404,6352,9994,2754,21459,9314,21321,33032,4379,93205,6922,17281,3799,84000,11612,15518,86945,20978,30650,55701
